PlayerName,FirstAppearance,LatestAppearance,g,pa,ab,r,h,rbi,2b,3b,hr,bb,sb,cs,hbp,sh,sf,so,ibb,gdp,MainPos,Pos_1b,Pos_2b,Pos_3b,Pos_c,Pos_cf,Pos_dh,Pos_lf,Pos_p,Pos_ph,Pos_pr,Pos_rf,Pos_ss,avg_value,avg_label,obp_value,obp_label,slg_value,slg_label,ops_value,ops_label,iso_value,iso_label
"
Aldrich De Jongh
","June 29, 2018 (AZL White Sox - <b>AZL Dodgers</b>)","September 7, 2019 (Orem Owlz - <b>Ogden Raptors</b>)",77,318,289,40,79,36,14,6,4,21,8,2,1,1,5,68,1,2,Left Fielder,0,0,0,0,21,0,36,0,0,0,14,0,0.27335640138408307,.273,0.32075471698113206,.320,0.40484429065743943,.404,0.7255990076385714,.725,0.1314878892733564,.131
"
Andrelton Simmons
","June 22, 2010 (Princeton Rays - <b>Danville Braves</b>)","September 21, 2020 (<b>Los Angeles Angels of Anaheim</b> - Texas Rangers)",1311,5393,4933,593,1358,512,246,32,73,333,123,47,41,28,40,468,18,167,Shortstop,0,0,0,0,0,2,0,0,2,4,0,1305,0.27528887086965337,.275,0.3242864647172124,.324,0.382525846340969,.382,0.7070205617127472,.707,0.10723697547131562,.107
"
Calvin Maduro
","September 8, 1996 (<b>Philadelphia Phillies</b> - Chicago Cubs)","July 15, 2001 (Florida Marlins - <b>Baltimore Orioles</b>)",20,25,24,1,1,0,0,0,0,0,0,0,0,1,0,14,0,0,Pitcher,0,0,0,0,0,0,0,19,0,1,0,0,0.041666666666666664,.041,0.323047419804742,.323,0.041666666666666664,.041,0.08166666666666667,.081,0.0,.000
"
Carter Kieboom
","June 24, 2016 (GCL Mets - <b>GCL Nationals</b>)","September 21, 2020 (<b>Washington Nationals</b> - Philadelphia Phillies)",373,1632,1397,245,386,219,80,8,47,191,18,8,26,0,13,343,5,36,Shortstop,0,38,39,0,0,1,0,0,2,1,0,274,0.2763063707945598,.276,0.3340119435396308,.334,0.44595561918396565,.445,0.8185046387918088,.818,0.16964924838940587,.169
"
Ceddanne Rafaela
","June 2, 2018 (<b>DSL Red Sox 1</b> - DSL Dodgers Robinson)","September 2, 2019 (Connecticut Tigers - <b>Lowell Spinners</b>)",98,413,367,61,95,46,10,6,9,28,28,9,9,4,5,70,0,4,Third Baseman,0,14,58,0,0,0,0,0,0,0,0,21,0.25885558583106266,.258,0.33324765454311783,.333,0.3923705722070845,.392,0.711983163006116,.711,0.1335149863760218,.133
"
Chadwick Tromp
","August 1, 2013 (<b>AZL Reds</b> - AZL Dodgers)","September 21, 2020 (<b>San Francisco Giants</b> - Colorado Rockies)",352,1304,1176,137,302,167,64,2,27,93,4,7,17,5,12,231,1,32,Catcher,0,0,0,303,0,1,0,0,1,0,0,0,0.2568027210884354,.256,0.33087506879471656,.330,0.3835034013605442,.383,0.7002211927715871,.700,0.12670068027210885,.126
"
Darren Seferina
","June 29, 2014 (<b>State College Spikes</b> - Williamsport Crosscutters)","September 2, 2018 (Kane County Cougars - <b>Wisconsin Timber Rattlers</b>)",444,1871,1659,235,441,131,70,33,18,182,111,42,5,10,12,388,3,24,Second Baseman,0,321,36,0,0,0,0,0,0,0,0,26,0.26582278481012656,.265,0.3319642205184374,.331,0.38034960819770947,.380,0.7176024141838131,.717,0.11452682338758288,.114
"
Darryl Collins
","June 18, 2019 (<b>AZL Royals</b> - AZL Brewers Blue)","August 24, 2019 (AZL Rangers - <b>AZL Royals</b>)",48,208,181,24,58,25,7,7,0,22,1,2,3,1,1,30,0,0,Left Fielder,0,0,0,0,0,0,46,0,0,0,0,0,0.32044198895027626,.320,0.33321390182730204,.333,0.43646408839779005,.436,0.8355025499362516,.835,0.11602209944751381,.116
"
Dashenko Ricardo
","June 20, 2008 (<b>GCL Orioles</b> - GCL Twins)","July 29, 2019 (Gwinnett Stripers - <b>Durham Bulls</b>)",218,774,731,62,154,66,28,4,5,26,3,6,6,7,4,177,0,19,Catcher,0,0,0,197,0,0,0,0,0,0,0,0,0.2106703146374829,.210,0.3271904841682024,.327,0.280437756497948,.280,0.5207478340173278,.520,0.06976744186046512,.069
"
Didi Gregorius
","June 24, 2008 (GCL Orioles - <b>GCL Reds</b>)","September 27, 2020 (Tampa Bay Rays - <b>Philadelphia Phillies</b>)",1516,6238,5658,772,1514,687,252,56,153,387,84,44,68,49,49,825,27,70,Shortstop,0,54,2,0,0,2,0,0,24,4,0,1424,0.2675857193354542,.267,0.32471390845070425,.324,0.41304347826086957,.413,0.7330178290143161,.733,0.14545775892541535,.145
"
Edmond Americaan
","July 16, 2018 (AZL Cubs 2 - <b>AZL Cubs 1</b>)","September 1, 2019 (Salem-Keizer Volcanoes - <b>Eugene Emeralds</b>)",104,440,392,60,109,41,23,7,4,35,27,12,10,2,1,104,0,3,Center Fielder,0,0,0,0,45,0,17,0,0,0,36,0,0.2780612244897959,.278,0.3253115599484315,.325,0.4030612244897959,.403,0.7530612244897958,.753,0.125,.125
"
Franklin Van Gurp
","May 3, 2019 (<b>Richmond Flying Squirrels</b> - Altoona Curve)","May 3, 2019 (<b>Richmond Flying Squirrels</b> - Altoona Curve)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pitcher,0,0,0,0,0,0,0,1,0,0,0,0,0.0,.000,0.32529408605038407,.325,0.0,.000,,.000,0.0,.000
"
Gianfranco Wawoe
","May 18, 2011 (<b>VSL Mariners</b> - VSL Tigers)","September 4, 2017 (<b>Modesto Nuts</b> - Visalia Rawhide)",517,2075,1846,299,506,219,92,12,26,164,79,35,22,29,13,276,1,35,Second Baseman,0,234,27,0,18,0,18,0,0,0,7,132,0.27410617551462624,.274,0.32616470133384884,.326,0.37919826652221017,.379,0.7131741701366681,.713,0.10509209100758396,.105
"
Givaine Basilia
","June 2, 2018 (<b>DSL Athletics</b> - DSL Rays 1)","August 26, 2019 (<b>AZL Athletics Green</b> - AZL Mariners)",89,307,270,47,61,21,8,3,1,28,34,9,5,4,0,88,0,5,Second Baseman,0,67,2,0,0,0,6,0,0,0,0,0,0.22592592592592592,.225,0.32587266060288583,.325,0.28888888888888886,.288,0.5950778139703221,.595,0.06296296296296296,.062
"
Izzy Wilson
","June 22, 2015 (<b>GCL Braves</b> - GCL Yankees 2)","August 29, 2019 (<b>Charlotte Stone Crabs</b> - Florida Fire Frogs)",345,1312,1142,179,257,128,44,15,32,149,53,18,10,7,4,399,0,11,Right Fielder,0,0,1,0,125,0,38,0,0,0,154,0,0.22504378283712784,.225,0.3253552059522209,.325,0.37390542907180385,.373,0.6909785998035112,.690,0.14886164623467601,.148
"
J'Rudjeanon Isenia
","June 29, 2019 (<b>DSL Orioles 2</b> - DSL Rockies)","August 24, 2019 (<b>DSL Orioles 2</b> - DSL Cardinals Blue)",26,81,75,10,10,4,3,0,0,1,3,0,2,2,1,25,0,2,Left Fielder,0,0,0,0,2,0,13,0,0,0,2,0,0.13333333333333333,.133,0.3247588424437299,.324,0.17333333333333334,.173,0.33382716049382716,.333,0.04,.040
"
Jerrick Francees
","June 4, 2018 (<b>DSL White Sox</b> - DSL Padres)","August 25, 2018 (<b>DSL White Sox</b> - DSL Padres)",31,96,86,3,15,9,0,0,0,7,0,4,2,1,0,35,0,1,Second Baseman,0,15,0,0,0,0,0,0,0,0,0,0,0.1744186046511628,.174,0.3244397011739594,.324,0.1744186046511628,.174,0.42441860465116277,.424,0.0,.000
"
Jiandido Tromp
","June 18, 2012 (<b>GCL Phillies</b> - GCL Tigers)","September 3, 2018 (Trenton Thunder - <b>Reading Fightin Phils</b>)",649,2535,2293,302,566,271,133,26,69,177,68,31,26,18,19,614,2,50,Center Fielder,0,0,0,0,205,0,165,0,0,0,193,0,0.24683820322721325,.246,0.3223834072653159,.322,0.4177932839075447,.417,0.7219352957418643,.721,0.17095508068033144,.170
"
Jonathan Schoop
","May 30, 2009 (DSL Nationals - <b>DSL Orioles</b>)","September 12, 2020 (Chicago White Sox - <b>Detroit Tigers</b>)",1369,5492,5037,690,1309,690,251,15,195,309,42,20,80,27,32,1112,7,147,Second Baseman,0,1040,49,0,0,4,1,0,30,3,0,255,0.25987691085963865,.259,0.32023594953301654,.320,0.4318046456223943,.431,0.742256211536451,.742,0.1719277347627556,.171
"
Jonathan Willems
","June 4, 2016 (<b>DSL Reds</b> - DSL Orioles 1)","September 6, 2019 (<b>Billings Mustangs</b> - Missoula Osprey)",229,885,827,106,211,100,49,11,11,31,17,12,20,3,4,203,0,20,Second Baseman,0,140,49,0,0,0,0,0,0,0,0,3,0.2551390568319226,.255,0.31955414012738853,.319,0.3808948004836759,.380,0.6769399982237889,.676,0.12575574365175332,.125
"
Junior Martina
","June 25, 2019 (GCL Astros - <b>GCL Nationals</b>)","September 2, 2019 (<b>Auburn Doubledays</b> - Batavia Muckdogs)",43,187,153,36,49,23,6,3,4,21,4,3,11,0,0,33,2,6,Second Baseman,0,20,14,0,0,0,0,0,0,0,0,5,0.3202614379084967,.320,0.32028999271852343,.320,0.477124183006536,.477,0.9209744503862152,.920,0.1568627450980392,.156
"
Jurickson Profar
","June 18, 2010 (<b>Spokane Indians</b> - Tri-City Dust Devils)","October 8, 2020 (<b>San Diego Padres</b> - Los Angeles Dodgers)",1078,4378,3799,593,987,489,221,30,110,445,98,29,62,31,31,636,10,77,Shortstop,45,251,89,0,1,36,80,0,46,7,2,532,0.25980521189786787,.259,0.3231196997080495,.323,0.4206370097394051,.420,0.7641728708632058,.764,0.16083179784153726,.160
"
Kalian Sams
","June 17, 2008 (Princeton Rays - <b>Pulaski Mariners</b>)","April 9, 2016 (<b>Delfines de Ciudad del Carmen</b> - Olmecas de Tabasco)",439,1653,1460,215,323,246,65,16,88,156,58,12,18,4,10,556,5,25,Right Fielder,0,0,0,0,19,0,157,0,0,0,177,0,0.22123287671232877,.221,0.32226593651975116,.322,0.4684931506849315,.468,0.7721834108180229,.772,0.24726027397260275,.247
"
Kenley Jansen
","April 3, 2008 (<b>Great Lakes Loons</b> - Dayton Dragons)","October 17, 2020 (<b>Los Angeles Dodgers</b> - Atlanta Braves)",730,422,378,41,83,41,23,0,10,32,4,1,3,7,0,106,2,10,Pitcher,0,0,0,109,0,0,0,619,1,0,0,0,0.21957671957671956,.219,0.32184542586750786,.321,0.35978835978835977,.359,0.6441485493618195,.644,0.1402116402116402,.140
"
Kevin Josephina
","June 16, 2014 (DSL Tigers - <b>DSL Braves</b>)","August 29, 2019 (Charlotte Stone Crabs - <b>Florida Fire Frogs</b>)",356,1367,1256,139,314,113,50,12,6,73,38,24,8,10,19,283,1,18,Second Baseman,31,209,69,0,0,0,0,0,0,0,0,15,0.25,.250,0.32072981957520236,.320,0.3232484076433121,.323,0.6129338502182937,.612,0.0732484076433121,.073
"
Kirvin Moesquit
","July 18, 2015 (Tri-City ValleyCats - <b>Aberdeen IronBirds</b>)","July 20, 2019 (Lynchburg Hillcats - <b>Frederick Keys</b>)",308,1247,1099,193,281,81,48,8,5,116,111,34,14,7,11,259,0,10,Second Baseman,0,136,55,0,78,0,20,0,0,0,0,2,0.2556869881710646,.255,0.3210016234564865,.321,0.3275705186533212,.327,0.6571615370975874,.657,0.0718835304822566,.071
"
Makesiondon Kelkboom
","June 3, 2017 (DSL Astros Orange - <b>DSL Indians/Brewers</b>)","August 26, 2019 (AZL Dodgers Mota - <b>AZL Indians Blue</b>)",98,339,296,26,50,29,13,3,3,34,9,17,3,3,3,98,0,5,Third Baseman,0,25,41,0,0,0,0,0,0,0,0,25,0.16891891891891891,.168,0.3204693484253409,.320,0.2635135135135135,.263,0.5201506816551065,.520,0.0945945945945946,.094
"
Nigel Calmes
","June 5, 2018 (<b>DSL Rays 1</b> - DSL Astros)","August 24, 2019 (<b>DSL Rays 1</b> - DSL Athletics)",77,296,253,37,61,24,8,2,0,36,13,2,4,1,2,50,0,7,Catcher,0,0,0,60,0,0,0,0,0,0,0,0,0.24110671936758893,.241,0.3206180822979486,.320,0.2885375494071146,.288,0.6297537656233309,.629,0.04743083003952569,.047
"
Ozzie Albies
","June 20, 2014 (GCL Astros - <b>GCL Braves</b>)","October 18, 2020 (Los Angeles Dodgers - <b>Atlanta Braves</b>)",815,3599,3251,529,943,362,181,47,79,266,144,34,28,18,25,572,11,25,Second Baseman,0,586,0,0,0,0,0,0,8,0,0,214,0.29006459550907415,.290,0.3227143111744787,.322,0.44755459858505076,.447,0.7943175883044172,.794,0.15749000307597663,.157
"
Pedro Strop
","April 7, 2008 (San Antonio Missions - <b>Tulsa Drillers</b>)","September 28, 2019 (St. Louis Cardinals - <b>Chicago Cubs</b>)",418,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Pitcher,0,0,0,0,0,0,1,416,0,0,0,0,0.0,.000,0.32267836856525517,.322,0.0,.000,0.0,.000,0.0,.000
"
Rainer Polonius
","June 11, 2019 (DSL Marlins - <b>DSL Rays 1</b>)","August 20, 2019 (DSL Royals 1 - <b>DSL Rays 1</b>)",37,153,119,18,32,18,4,1,1,26,10,7,1,4,3,24,0,3,Second Baseman,0,32,3,0,0,0,0,0,0,0,0,0,0.2689075630252101,.268,0.32289215468632065,.322,0.3445378151260504,.344,0.7301587301587302,.730,0.07563025210084033,.075
"
Richgelon Juliana
","June 2, 2018 (DSL Royals 2 - <b>DSL Giants</b>)","August 26, 2019 (AZL Cubs 2 - <b>AZL Giants Black</b>)",89,365,302,51,75,43,12,8,3,57,12,7,3,1,2,101,0,1,Center Fielder,0,0,0,0,61,0,25,0,0,0,1,0,0.24834437086092714,.248,0.32326969236528597,.323,0.3708609271523179,.370,0.7407239408509481,.740,0.12251655629139073,.122
"
Rick van den Hurk
","April 10, 2007 (<b>Florida Marlins</b> - Milwaukee Brewers)","October 3, 2012 (<b>Pittsburgh Pirates</b> - Atlanta Braves)",69,123,102,7,7,3,0,0,0,7,0,0,0,13,1,64,0,1,Pitcher,0,0,0,0,0,0,0,69,0,0,0,0,0.06862745098039216,.068,0.3227039135590987,.322,0.06862745098039216,.068,0.18244858919177426,.182,0.0,.000
"
Rushenten Tomsjansen
","June 4, 2018 (<b>DSL Dodgers Robinson</b> - DSL Red Sox 1)","August 24, 2019 (DSL Pirates 1 - <b>DSL Dodgers Shoemaker</b>)",91,325,285,36,60,27,7,3,2,18,12,10,10,5,7,67,0,3,Right Fielder,0,0,0,0,28,0,16,0,0,0,39,0,0.21052631578947367,.210,0.3223358555572516,.322,0.2771929824561403,.277,0.5479622132253711,.547,0.06666666666666667,.066
"
Ryson Polonius
","June 1, 2019 (DSL Rangers 1 - <b>DSL Rays 2</b>)","August 22, 2019 (<b>DSL Rays 2</b> - DSL Indians/Brewers)",38,148,124,13,17,14,2,3,2,20,4,1,0,1,3,40,0,2,Third Baseman,0,7,11,0,0,0,0,0,0,0,0,11,0.13709677419354838,.137,0.32210315821505425,.322,0.25,.250,0.5,.500,0.11290322580645161,.112
"
Shean Michel
","June 17, 2015 (<b>DSL Braves</b> - DSL Red Sox 2)","August 29, 2019 (Charlotte Stone Crabs - <b>Florida Fire Frogs</b>)",297,1156,1031,142,268,98,37,17,1,98,43,24,5,12,10,240,0,20,Center Fielder,0,0,0,0,127,0,56,0,0,0,99,0,0.25994180407371487,.259,0.3220745075588915,.322,0.3317167798254122,.331,0.6526510358807756,.652,0.07177497575169738,.071
"
Shendrik Apostel
","June 4, 2018 (<b>DSL Pirates 1</b> - DSL Cubs 1)","July 22, 2019 (DSL Dodgers Shoemaker - <b>DSL Pirates 1</b>)",68,266,218,31,55,45,13,0,11,38,0,0,8,0,1,64,1,4,First Baseman,58,0,0,0,0,0,0,0,0,0,0,0,0.25229357798165136,.252,0.32241877332433744,.322,0.463302752293578,.463,0.8467613989101193,.846,0.21100917431192662,.211
"
Sherten Apostel
","June 4, 2016 (<b>DSL Pirates</b> - DSL Rangers 1)","September 24, 2020 (<b>Texas Rangers</b> - Houston Astros)",291,1189,984,159,242,152,46,7,37,173,10,9,14,4,9,289,5,31,Third Baseman,14,0,233,0,0,0,0,0,0,0,0,0,0.2459349593495935,.245,0.32346044674811797,.323,0.41971544715447157,.419,0.7847280627978694,.784,0.17378048780487804,.173
"
Shervyen Newton
","June 4, 2016 (DSL Rays 2 - <b>DSL Mets 2</b>)","September 2, 2019 (Augusta GreenJackets - <b>Columbia Fireflies</b>)",266,1143,945,154,232,109,47,14,15,155,15,13,20,8,11,312,4,17,Shortstop,1,53,39,0,0,0,0,0,0,0,0,152,0.2455026455026455,.245,0.32429010671007413,.324,0.3724867724867725,.372,0.7320668249802108,.732,0.12698412698412698,.126
"
Sicnarf Loopstok
","June 25, 2013 (<b>Mahoning Valley Scrappers</b> - Auburn Doubledays)","April 24, 2019 (Down East Wood Ducks - <b>Lynchburg Hillcats</b>)",334,1302,1106,164,270,150,58,12,38,131,28,16,34,6,16,315,9,22,Catcher,72,0,9,185,0,0,23,0,0,0,1,0,0.244122965641953,.244,0.32471652664355793,.324,0.4213381555153707,.421,0.7623519804001633,.762,0.17721518987341772,.177
"
Stephan Vidal
","June 22, 2018 (AZL Diamondbacks - <b>AZL Royals</b>)","September 7, 2019 (<b>Idaho Falls Chukars</b> - Great Falls Voyagers)",37,136,122,15,29,10,5,0,3,11,0,1,3,0,0,34,0,2,Catcher,0,0,0,29,0,0,0,0,0,0,0,0,0.23770491803278687,.237,0.32469384167659526,.324,0.3524590163934426,.352,0.668635486981678,.668,0.11475409836065574,.114
"
Wladimir Balentien
","September 4, 2007 (New York Yankees - <b>Seattle Mariners</b>)","September 1, 2010 (Toledo Mud Hens - <b>Louisville Bats</b>)",369,1364,1207,183,302,193,76,3,60,123,18,7,6,2,23,299,3,36,Right Fielder,0,0,0,0,51,4,108,0,19,6,166,0,0.2502071251035626,.250,0.3245248558872211,.324,0.46727423363711684,.467,0.7854560518189351,.785,0.21706710853355426,.217
"
Xander Bogaerts
","June 6, 2010 (<b>DSL Red Sox</b> - DSL Mets 2)","September 27, 2020 (Atlanta Braves - <b>Boston Red Sox</b>)",1382,5930,5289,816,1532,777,323,31,175,518,78,29,51,8,45,1090,19,119,Shortstop,0,0,74,0,0,2,0,0,8,6,0,1278,0.28965778029873324,.289,0.327868291932368,.327,0.4617129892229155,.461,0.8192172050745175,.819,0.17205520892418227,.172
"
Zander Wiel
","July 19, 2015 (Burlington Royals - <b>Elizabethton Twins</b>)","September 2, 2019 (<b>Rochester Red Wings</b> - Syracuse Mets)",511,2167,1897,283,499,304,126,22,67,207,26,7,26,3,23,496,11,41,First Baseman,377,0,0,0,0,0,42,0,0,0,5,0,0.26304691618344755,.263,0.32840422024398286,.328,0.45861887190300477,.458,0.801489199544906,.801,0.19557195571955718,.195
ANASAGASTI,"July 23, 2020 (<b>HCAW</b> - Quick Amersfoort)","October 4, 2020 (L&D Amsterdam Pirates - <b>HCAW</b>)",54,142,114,8,12,12,0,0,0,20,0,4,4,0,4,34,0,4,Catcher,0,2,18,28,0,0,0,0,4,0,0,8,0.10526315789473684,.105,0.3282293345613631,.328,0.10526315789473684,.105,0.3587842846553002,.358,0.0,.000
Aaron Isenia,"August 19, 2017 (UVV - <b>Quick Amersfoort</b>)","September 9, 2018 (<b>Quick Amersfoort</b> - Silicon Storks)",24,5,4,0,1,1,0,0,0,0,1,0,0,0,1,3,0,0,Pitcher,2,0,0,0,0,0,0,22,1,0,0,0,0.25,.250,0.3282187905997665,.328,0.25,.250,0.45,.450,0.0,.000
Aaron de Groot,"August 20, 2017 (<b>Silicon Storks</b> - Twins)","October 12, 2020 (<b>Curacao Neptunus</b> - L&D Amsterdam Pirates)",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,46,0,0,0,0,0.0,.000,0.3282187905997665,.328,0.0,.000,,.000,0.0,.000
Adam van Dalen,"May 23, 2019 (Twins - <b>Quick Amersfoort</b>)","May 25, 2019 (<b>Quick Amersfoort</b> - Twins)",2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Left Fielder,0,0,0,0,0,0,2,0,0,0,0,0,0.25,.250,0.3282136455575472,.328,0.25,.250,0.5,.500,0.0,.000
Adrian Anthony,"April 10, 2010 (<b>HCAW</b> - Hoofddorp Pioniers)","August 28, 2016 (<b>Twins</b> - HCAW)",300,1185,970,174,247,123,45,14,3,186,27,17,8,8,13,234,0,17,Left Fielder,0,0,0,0,20,111,128,0,12,2,37,0,0.25463917525773194,.254,0.3290534873217627,.329,0.3391752577319588,.339,0.711327156466136,.711,0.08453608247422681,.084
Aidan Finnegan,"June 19, 2018 (Hoofddorp Pioniers - <b>L&D Amsterdam Pirates</b>)","May 12, 2019 (<b>L&D Amsterdam Pirates</b> - Quick Amersfoort)",27,77,62,10,17,12,3,1,0,8,1,0,4,1,2,16,0,1,Left Fielder,0,1,0,8,0,6,10,0,2,3,0,0,0.27419354838709675,.274,0.3291124965766114,.329,0.3548387096774194,.354,0.731462086300796,.731,0.08064516129032258,.080
Al Morales,"April 11, 2010 (AdoLakers - <b>L&D Amsterdam Pirates</b>)","September 5, 2020 (<b>DSS/KINHEIM</b> - Quick Amersfoort)",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,65,0,0,0,0,0.0,.000,0.3291124965766114,.329,0.0,.000,,.000,0.0,.000
Alberto Ostos,"April 26, 2018 (<b>Quick Amersfoort</b> - HCAW)","April 26, 2018 (<b>Quick Amersfoort</b> - HCAW)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Third Baseman,0,0,1,0,0,0,0,0,0,1,0,0,0.0,.000,0.3291124965766114,.329,0.0,.000,,.000,0.0,.000
Aldemar Betrian,"June 26, 2014 (AdoLakers - <b>Hoofddorp Pioniers</b>)","August 31, 2014 (<b>Hoofddorp Pioniers</b> - Kinheim)",9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,1,0,0,0,0,0,8,1,0,0,0,0.0,.000,0.32910719463865706,.329,0.0,.000,0.0,.000,0.0,.000
Aldi Guzman,"July 3, 2014 (<b>Curacao Neptunus</b> - Mampaey Hawks)","October 13, 2019 (Kinheim - <b>DSS</b>)",96,338,280,46,70,44,9,0,11,44,5,5,9,0,3,107,2,2,Left Fielder,26,0,16,2,2,22,30,0,8,1,5,0,0.25,.250,0.32932769339229634,.329,0.4,.400,0.7698224852071006,.769,0.15,.150
Aldrich Isenia,"April 5, 2012 (<b>AdoLakers</b> - HCAW)","June 10, 2012 (L&D Amsterdam Pirates - <b>AdoLakers</b>)",14,22,19,7,2,1,2,0,0,2,1,1,1,0,0,7,0,0,Center Fielder,0,0,0,0,9,3,1,0,1,5,0,0,0.10526315789473684,.105,0.3292917320690649,.329,0.21052631578947367,.210,0.43779904306220097,.437,0.10526315789473684,.105
Aldrin Martis,"September 1, 2011 (AdoLakers - <b>Euro Stars</b>)","October 12, 2020 (Curacao Neptunus - <b>L&D Amsterdam Pirates</b>)",35,11,8,2,3,3,0,0,0,2,0,0,1,0,0,0,0,1,Pitcher,3,0,0,0,0,0,0,32,0,0,0,0,0.375,.375,0.32932981023300506,.329,0.375,.375,0.9204545454545454,.920,0.0,.000
Aldy Guzman,"September 1, 2011 (AdoLakers - <b>Euro Stars</b>)","September 10, 2011 (<b>Euro Stars</b> - AdoLakers)",3,16,13,3,1,0,1,0,0,3,0,1,0,0,0,5,0,0,Left Fielder,0,0,0,0,0,0,3,0,0,0,0,0,0.07692307692307693,.076,0.32930948912121166,.329,0.15384615384615385,.153,0.40384615384615385,.403,0.07692307692307693,.076
Alex Marcussen,"August 28, 2015 (UVV - <b>DSS</b>)","August 22, 2016 (<b>DSS</b> - Twins)",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,8,0,0,0,0,0.0,.000,0.32930948912121166,.329,0.0,.000,,.000,0.0,.000
Alexander Leest,"May 30, 2013 (L&D Amsterdam Pirates - <b>AdoLakers</b>)","September 5, 2013 (Mampaey Hawks - <b>AdoLakers</b>)",23,68,61,3,6,1,0,0,0,3,1,1,2,2,0,26,0,1,Shortstop,0,2,0,0,0,0,0,0,0,0,0,22,0.09836065573770492,.098,0.32912728493978793,.329,0.09836065573770492,.098,0.26012536162005784,.260,0.0,.000
Alexander Valdez,"April 29, 2018 (Curacao Neptunus - <b>Hoofddorp Pioniers</b>)","August 24, 2019 (<b>DSS</b> - Silicon Storks)",34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,34,1,0,0,0,0.0,.000,0.32912202142971375,.329,0.0,.000,0.0,.000,0.0,.000
Allan Hazel,"September 27, 2014 (Mampaey Hawks - <b>DSS</b>)","October 11, 2014 (Mampaey Hawks - <b>DSS</b>)",5,22,17,2,1,1,0,0,0,3,3,0,0,1,1,2,0,1,Center Fielder,0,0,0,0,5,0,0,0,0,0,0,0,0.058823529411764705,.058,0.32907021358229954,.329,0.058823529411764705,.058,0.24064171122994654,.240,0.0,.000
Allan Milliard,"May 6, 2010 (<b>AdoLakers</b> - Hoofddorp Pioniers)","September 11, 2010 (Almere Magpies - <b>AdoLakers</b>)",29,90,71,11,18,3,1,1,0,17,1,1,2,0,0,22,0,1,Designated Hitter,2,6,1,0,0,20,0,0,3,0,0,0,0.2535211267605634,.253,0.3291880846716261,.329,0.29577464788732394,.295,0.706885758998435,.706,0.04225352112676056,.042
Allard Lammerts van Bueren,"September 1, 2011 (AdoLakers - <b>Euro Stars</b>)","September 19, 2017 (<b>Onze Gezellen</b> - Silicon Storks)",43,108,96,13,19,7,1,0,1,8,2,1,2,2,0,35,0,1,Left Fielder,0,9,0,0,10,1,13,0,6,3,8,0,0.19791666666666666,.197,0.3290836653386454,.329,0.23958333333333334,.239,0.5081018518518519,.508,0.041666666666666664,.041
Alvin Franken,"May 31, 2013 (L&D Amsterdam Pirates - <b>AdoLakers</b>)","May 31, 2013 (L&D Amsterdam Pirates - <b>AdoLakers</b>)",1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,Left Fielder,0,0,0,0,0,0,1,0,0,0,0,0,0.0,.000,0.32908386850031074,.329,0.0,.000,0.3333333333333333,.333,0.0,.000
Amar van Zwieten,"April 20, 2019 (Silicon Storks - <b>Quick Amersfoort</b>)","August 18, 2019 (<b>Quick Amersfoort</b> - Silicon Storks)",12,18,17,2,3,2,0,0,0,1,0,0,0,0,0,3,0,0,Pitcher,0,0,5,0,0,1,0,6,1,0,0,0,0.17647058823529413,.176,0.32905322521546576,.329,0.17647058823529413,.176,0.39869281045751637,.398,0.0,.000
Amir Daou,"April 16, 2015 (Hoofddorp Pioniers - <b>Mampaey Hawks</b>)","September 26, 2015 (<b>Mampaey Hawks</b> - Twins)",42,127,106,10,21,9,4,1,0,14,3,2,5,1,1,26,0,5,Right Fielder,5,0,0,0,10,4,6,0,4,0,18,0,0.19811320754716982,.198,0.32902477026296545,.329,0.25471698113207547,.254,0.5696776110533353,.569,0.05660377358490566,.056
Andrew Wanapa,"April 28, 2018 (<b>Hoofddorp Pioniers</b> - Curacao Neptunus)","June 23, 2018 (<b>Hoofddorp Pioniers</b> - DSS)",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,5,0,0,0,0,0.0,.000,0.32902477026296545,.329,0.0,.000,,.000,0.0,.000
Andy Nieuwenhuijse,"April 10, 2010 (Kinheim - <b>Almere Magpies</b>)","June 17, 2010 (Curacao Neptunus - <b>Almere Magpies</b>)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,3,0,0,0,0,0.0,.000,0.32902477026296545,.329,0.0,.000,,.000,0.0,.000
