PlayerName,FirstAppearance,LatestAppearance,g,pa,ab,r,h,rbi,2b,3b,hr,bb,sb,cs,hbp,sh,sf,so,ibb,gdp,MainPos,Pos_1b,Pos_2b,Pos_3b,Pos_c,Pos_cf,Pos_dh,Pos_lf,Pos_p,Pos_ph,Pos_pr,Pos_rf,Pos_ss,avg_value,avg_label,obp_value,obp_label,slg_value,slg_label,ops_value,ops_label,iso_value,iso_label
Dwayne Kemp,"April 10, 2010 (<b>Curacao Neptunus</b> - Sparta-Feyenoord)","September 1, 2019 (<b>Curacao Neptunus</b> - L&D Amsterdam Pirates)",532,2429,2172,424,701,388,140,29,21,152,199,53,29,27,40,159,9,60,Shortstop,0,86,141,0,1,45,2,0,3,0,1,270,0.322744014732965,.322,0.33954186860659014,.339,0.4429097605893186,.442,0.8097273810092445,.809,0.12016574585635359,.120
Dylan De Mello,"May 26, 2011 (Sparta-Feyenoord - <b>HCAW</b>)","September 8, 2013 (UVV - <b>HCAW</b>)",81,284,231,30,55,20,6,0,0,31,11,2,7,14,1,44,0,5,Left Fielder,0,0,0,0,1,17,54,0,6,0,7,0,0.23809523809523808,.238,0.3395085139695228,.339,0.26406926406926406,.264,0.5915340528016584,.591,0.025974025974025976,.025
Dylan Farley,"June 11, 2019 (<b>Hoofddorp Pioniers</b> - Twins)","August 3, 2019 (<b>Hoofddorp Pioniers</b> - Curacao Neptunus)",9,19,16,2,5,2,0,0,0,3,0,0,0,0,0,4,0,0,Right Fielder,1,0,0,0,0,2,0,1,3,0,5,0,0.3125,.312,0.3395235780262518,.339,0.3125,.312,0.7335526315789473,.733,0.0,.000
Dylan Koster,"May 5, 2016 (<b>HCAW</b> - L&D Amsterdam Pirates)","September 24, 2017 (<b>HCAW</b> - Hoofddorp Pioniers)",42,147,140,12,40,17,1,0,0,3,2,1,1,0,3,16,0,5,Second Baseman,0,24,1,17,0,0,0,0,3,0,0,0,0.2857142857142857,.285,0.33946619804460326,.339,0.29285714285714287,.292,0.5921768707482993,.592,0.007142857142857143,.007
Dylan Nuts,"September 1, 2011 (AdoLakers - <b>Euro Stars</b>)","September 10, 2011 (<b>Euro Stars</b> - AdoLakers)",3,12,8,1,2,0,0,0,0,3,1,0,0,1,0,2,0,0,Third Baseman,0,0,3,0,0,0,0,0,0,0,0,0,0.25,.250,0.3394751914881224,.339,0.25,.250,0.6666666666666667,.666,0.0,.000
EEMAN,"July 23, 2020 (DSS/KINHEIM - <b>Hoofddorp Pioniers</b>)","September 29, 2020 (<b>Hoofddorp Pioniers</b> - L&D Amsterdam Pirates)",58,232,186,32,52,26,14,2,0,32,8,6,8,4,2,38,0,4,Left Fielder,0,0,0,0,2,0,56,0,2,0,0,0,0.27956989247311825,.279,0.3396034521168915,.339,0.3763440860215054,.376,0.7728958101594364,.772,0.0967741935483871,.096
ENGELHARDT B,"July 23, 2020 (HCAW - <b>Quick Amersfoort</b>)","September 8, 2020 (<b>Quick Amersfoort</b> - Hoofddorp Pioniers)",36,146,128,14,32,8,8,0,2,14,10,2,2,0,0,22,2,0,Designated Hitter,18,0,0,0,0,22,0,0,0,0,0,0,0.25,.250,0.33960749417238145,.339,0.359375,.359,0.7018407534246576,.701,0.109375,.109
ENGELHARDT R,"July 23, 2020 (HCAW - <b>Quick Amersfoort</b>)","September 27, 2020 (<b>Quick Amersfoort</b> - DSS/KINHEIM)",58,276,232,48,76,46,10,2,6,32,12,4,8,0,4,24,0,6,Shortstop,0,16,0,8,0,0,18,0,0,0,0,28,0.3275862068965517,.327,0.3398223088276434,.339,0.46551724137931033,.465,0.8858070964517741,.885,0.13793103448275862,.137
EVERTSE,"September 20, 2020 (<b>Twins</b> - DSS/KINHEIM)","September 20, 2020 (<b>Twins</b> - DSS/KINHEIM)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,2,0,0,0,0,0.0,.000,0.3398223088276434,.339,0.0,.000,,.000,0.0,.000
Eddie Aucoin,"April 11, 2010 (<b>Hoofddorp Pioniers</b> - HCAW)","September 21, 2013 (<b>Hoofddorp Pioniers</b> - Curacao Neptunus)",44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,1,0,43,0,0,0,0,0.0,.000,0.33981903071461644,.339,0.0,.000,0.0,.000,0.0,.000
Eddie Oropesa,"May 22, 2014 (<b>Mampaey Hawks</b> - UVV)","August 9, 2014 (<b>Mampaey Hawks</b> - AdoLakers)",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,12,0,0,0,0,0.0,.000,0.33981903071461644,.339,0.0,.000,,.000,0.0,.000
Edison Bito,"April 7, 2012 (<b>Sparta-Feyenoord</b> - Curacao Neptunus)","July 18, 2013 (<b>AdoLakers</b> - HCAW)",73,213,183,14,27,12,4,2,0,23,7,1,3,3,1,51,0,5,Right Fielder,1,0,0,0,5,9,6,0,5,0,55,0,0.14754098360655737,.147,0.3396324499167284,.339,0.1912568306010929,.191,0.44008312168090513,.440,0.04371584699453552,.043
Eduardo Guerra,"May 10, 2018 (<b>Silicon Storks</b> - HCAW)","May 2, 2019 (<b>Silicon Storks</b> - Twins)",18,45,38,4,8,1,1,0,0,6,0,0,1,0,0,12,0,0,Second Baseman,2,8,3,0,0,0,0,3,4,0,2,0,0.21052631578947367,.210,0.3396297222917188,.339,0.23684210526315788,.236,0.5701754385964912,.570,0.02631578947368421,.026
Edwin de Graaf,"April 10, 2010 (HCAW - <b>Hoofddorp Pioniers</b>)","April 18, 2010 (Curacao Neptunus - <b>Hoofddorp Pioniers</b>)",4,15,14,4,3,0,1,0,0,1,0,0,0,0,0,1,0,0,Right Fielder,0,0,0,0,1,0,0,0,0,0,4,0,0.21428571428571427,.214,0.33961919239539334,.339,0.2857142857142857,.285,0.5523809523809524,.552,0.07142857142857142,.071
Edzul Robles,"April 19, 2014 (Curacao Neptunus - <b>AdoLakers</b>)","August 31, 2014 (Mampaey Hawks - <b>AdoLakers</b>)",29,100,91,6,21,6,6,2,0,7,8,3,2,0,0,35,0,4,Center Fielder,0,0,0,0,17,4,7,0,3,1,1,0,0.23076923076923078,.230,0.3395811105664331,.339,0.34065934065934067,.340,0.6406593406593406,.640,0.10989010989010989,.109
Eldrion Regina,"April 10, 2010 (<b>Curacao Neptunus</b> - Sparta-Feyenoord)","August 14, 2011 (<b>Curacao Neptunus</b> - Hoofddorp Pioniers)",86,312,275,47,71,29,8,2,0,25,6,7,6,4,2,50,0,10,Left Fielder,0,0,0,0,0,5,41,0,6,3,35,0,0.2581818181818182,.258,0.3395432634716193,.339,0.3018181818181818,.301,0.6287412587412587,.628,0.04363636363636364,.043
Elton Koeiman,"April 8, 2012 (Curacao Neptunus - <b>Sparta-Feyenoord</b>)","September 1, 2019 (<b>Curacao Neptunus</b> - L&D Amsterdam Pirates)",146,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Pitcher,1,0,0,0,0,0,0,143,1,1,2,0,0.0,.000,0.3395269946528164,.339,0.0,.000,0.0,.000,0.0,.000
Emeron Lourens,"April 14, 2011 (<b>Sparta-Feyenoord</b> - Curacao Neptunus)","July 10, 2011 (Hoofddorp Pioniers - <b>Sparta-Feyenoord</b>)",30,114,98,18,25,10,2,1,0,4,5,4,8,2,2,13,0,4,Third Baseman,0,13,15,0,0,2,0,0,4,0,2,0,0.25510204081632654,.255,0.3395106635524754,.339,0.29591836734693877,.295,0.6204797708557107,.620,0.04081632653061224,.040
Emerson Paula,"May 3, 2012 (<b>Sparta-Feyenoord</b> - Kinheim)","August 30, 2015 (Mampaey Hawks - <b>HCAW</b>)",90,347,304,33,83,26,12,2,0,34,15,7,3,4,2,41,0,11,Shortstop,0,8,30,3,0,4,0,2,1,0,0,49,0.2730263157894737,.273,0.33953155559795833,.339,0.3256578947368421,.325,0.6714792203852571,.671,0.05263157894736842,.052
Enoch Deaton,"August 23, 2012 (Sparta-Feyenoord - <b>Mampaey Hawks</b>)","September 26, 2015 (<b>Mampaey Hawks</b> - Twins)",24,30,27,3,8,2,0,0,0,2,0,0,1,0,0,4,0,1,Pitcher,2,0,0,0,0,5,0,15,1,0,2,0,0.2962962962962963,.296,0.3395393199484954,.339,0.2962962962962963,.296,0.662962962962963,.662,0.0,.000
Enrique Tromp,"April 14, 2011 (Kinheim - <b>AdoLakers</b>)","October 4, 2020 (L&D Amsterdam Pirates - <b>HCAW</b>)",138,501,440,45,97,35,18,0,5,46,12,7,6,4,1,128,4,7,First Baseman,66,0,0,4,58,6,0,0,10,1,0,0,0.22045454545454546,.220,0.3393769103715376,.339,0.29545454545454547,.295,0.6008437670114317,.600,0.075,.075
Erwin Bonis,"August 23, 2012 (Sparta-Feyenoord - <b>Mampaey Hawks</b>)","September 8, 2013 (<b>Mampaey Hawks</b> - AdoLakers)",36,107,98,13,19,12,5,0,0,4,1,0,3,1,1,8,0,3,First Baseman,13,0,1,0,0,8,0,1,9,0,5,0,0.19387755102040816,.193,0.33927911012488976,.339,0.24489795918367346,.244,0.4878886133892809,.487,0.05102040816326531,.051
Eugene Henson,"June 15, 2010 (Almere Magpies - <b>AdoLakers</b>)","September 20, 2020 (Quick Amersfoort - <b>Silicon Storks</b>)",68,234,202,27,46,10,6,0,0,21,13,6,3,5,2,48,1,2,Shortstop,6,5,11,9,0,4,4,2,4,0,0,40,0.22772277227722773,.227,0.33919971235818974,.339,0.25742574257425743,.257,0.5608445459930609,.560,0.0297029702970297,.029
Evan Porter,"April 5, 2012 (<b>AdoLakers</b> - HCAW)","August 12, 2012 (<b>AdoLakers</b> - Sparta-Feyenoord)",50,209,189,19,51,22,18,1,1,11,3,0,4,1,4,14,0,5,Shortstop,0,1,1,0,0,0,0,0,0,0,0,50,0.2698412698412698,.269,0.33915350910327113,.339,0.3915343915343915,.391,0.707323865218602,.707,0.12169312169312169,.121
Evan Simons,"April 17, 2014 (Kinheim - <b>Mampaey Hawks</b>)","September 26, 2015 (<b>Mampaey Hawks</b> - Twins)",43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,41,1,1,0,0,0.0,.000,0.33915030642983274,.339,0.0,.000,0.0,.000,0.0,.000
Ewout Bos,"April 18, 2010 (<b>Almere Magpies</b> - HCAW)","September 18, 2010 (UVV - <b>Almere Magpies</b>)",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,25,0,0,0,0,0.0,.000,0.33915030642983274,.339,0.0,.000,,.000,0.0,.000
FARLEY,"July 23, 2020 (DSS/KINHEIM - <b>Hoofddorp Pioniers</b>)","July 25, 2020 (<b>Hoofddorp Pioniers</b> - DSS/KINHEIM)",4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Designated Hitter,0,0,0,0,0,2,0,0,2,2,0,0,0.0,.000,0.3391439012644123,.339,0.0,.000,0.0,.000,0.0,.000
FINNEGAN,"July 23, 2020 (<b>DSS/KINHEIM</b> - Hoofddorp Pioniers)","September 27, 2020 (Quick Amersfoort - <b>DSS/KINHEIM</b>)",50,180,148,26,42,20,4,0,0,26,0,0,2,0,4,22,0,6,Catcher,4,2,0,36,0,2,6,0,2,0,4,0,0.28378378378378377,.283,0.3392283109757822,.339,0.3108108108108108,.310,0.6996996996996997,.699,0.02702702702702703,.027
FLORANUS,"July 23, 2020 (HCAW - <b>Quick Amersfoort</b>)","September 27, 2020 (<b>Quick Amersfoort</b> - DSS/KINHEIM)",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,32,0,0,0,0,0.0,.000,0.3392283109757822,.339,0.0,.000,,.000,0.0,.000
FRANK,"August 1, 2020 (<b>HCAW</b> - Hoofddorp Pioniers)","September 5, 2020 (<b>HCAW</b> - Twins)",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Right Fielder,0,0,0,0,0,0,0,0,0,2,2,0,0.0,.000,0.3392283109757822,.339,0.0,.000,,.000,0.0,.000
FRANSEN,"July 30, 2020 (Hoofddorp Pioniers - <b>HCAW</b>)","October 4, 2020 (L&D Amsterdam Pirates - <b>HCAW</b>)",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,16,0,0,0,0,0.0,.000,0.3392283109757822,.339,0.0,.000,,.000,0.0,.000
Farik Boekhoudt,"July 7, 2018 (<b>Curacao Neptunus</b> - L&D Amsterdam Pirates)","July 8, 2018 (L&D Amsterdam Pirates - <b>Curacao Neptunus</b>)",2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Designated Hitter,0,0,0,0,0,2,0,0,1,0,0,0,0.3333333333333333,.333,0.3392281442657567,.339,0.3333333333333333,.333,0.6666666666666666,.666,0.0,.000
Fausto Alvarez,"September 16, 2010 (Almere Magpies - <b>UVV</b>)","August 25, 2011 (<b>UVV</b> - Sparta-Feyenoord)",39,168,143,17,41,25,3,0,4,18,0,0,0,1,1,17,5,4,Designated Hitter,0,0,0,0,0,39,0,0,0,0,0,0,0.2867132867132867,.286,0.3392941176470588,.339,0.3916083916083916,.391,0.7725607725607726,.772,0.1048951048951049,.104
Ferd van Stekelenburg,"April 10, 2010 (Kinheim - <b>Almere Magpies</b>)","September 8, 2013 (<b>UVV</b> - HCAW)",87,324,264,32,64,37,10,0,5,50,3,1,2,2,3,69,3,8,Right Fielder,20,0,5,0,0,8,26,0,2,0,38,0,0.24242424242424243,.242,0.33937921068928634,.339,0.3371212121212121,.337,0.7044051627384961,.704,0.0946969696969697,.094
Ferenc Jongejan,"April 20, 2014 (<b>UVV</b> - L&D Amsterdam Pirates)","April 20, 2014 (<b>UVV</b> - L&D Amsterdam Pirates)",1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Designated Hitter,0,0,0,0,0,1,0,0,0,0,0,0,0.0,.000,0.3393696576184355,.339,0.0,.000,0.0,.000,0.0,.000
Finn Blokker,"October 6, 2018 (<b>Kinheim</b> - Silicon Storks)","October 7, 2019 (<b>DSS</b> - Kinheim)",5,7,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,Shortstop,0,0,1,0,0,0,0,1,0,0,0,3,0.0,.000,0.3393473692111386,.339,0.0,.000,0.0,.000,0.0,.000
Floris Timmer,"May 30, 2013 (Mampaey Hawks - <b>Curacao Neptunus</b>)","August 28, 2016 (<b>Twins</b> - HCAW)",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,28,0,0,1,0,0.0,.000,0.3393473692111386,.339,0.0,.000,,.000,0.0,.000
Forstin Coenraad,"May 29, 2010 (Kinheim - <b>Almere Magpies</b>)","September 2, 2010 (AdoLakers - <b>Almere Magpies</b>)",10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Pitcher,0,0,1,0,0,1,0,8,0,0,0,0,0.0,.000,0.33933145071255005,.339,0.0,.000,0.0,.000,0.0,.000
Francisca Lejeune,"May 9, 2015 (<b>Mampaey Hawks</b> - L&D Amsterdam Pirates)","July 4, 2015 (L&D Amsterdam Pirates - <b>Mampaey Hawks</b>)",12,31,27,2,6,1,1,0,0,4,0,1,0,0,0,6,0,0,Left Fielder,1,0,0,0,1,1,4,0,4,0,4,0,0.2222222222222222,.222,0.3393265803789158,.339,0.25925925925925924,.259,0.5818399044205496,.581,0.037037037037037035,.037
Frank van Heijst,"April 11, 2010 (AdoLakers - <b>L&D Amsterdam Pirates</b>)","August 21, 2011 (<b>L&D Amsterdam Pirates</b> - Hoofddorp Pioniers)",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,37,0,0,0,0,0.0,.000,0.3393265803789158,.339,0.0,.000,,.000,0.0,.000
Frans Richardson,"April 11, 2010 (<b>AdoLakers</b> - L&D Amsterdam Pirates)","September 11, 2010 (Almere Magpies - <b>AdoLakers</b>)",35,136,122,9,27,12,1,0,0,12,7,3,0,2,0,24,0,1,Shortstop,0,0,12,0,0,1,0,10,4,0,0,22,0.22131147540983606,.221,0.3392596200681929,.339,0.22950819672131148,.229,0.5162729026036644,.516,0.00819672131147541,.008
Frans van der Heuvel,"April 11, 2013 (Curacao Neptunus - <b>Mampaey Hawks</b>)","September 4, 2014 (UVV - <b>Mampaey Hawks</b>)",70,188,164,15,29,12,5,0,0,12,0,0,2,5,4,37,1,5,Left Fielder,0,0,0,0,6,6,31,0,13,3,23,0,0.17682926829268292,.176,0.33907465589467384,.339,0.2073170731707317,.207,0.44135962636222104,.441,0.03048780487804878,.030
Freddy Rudolph,"July 29, 2011 (Kinheim - <b>Sparta-Feyenoord</b>)","August 29, 2011 (<b>Sparta-Feyenoord</b> - UVV)",15,58,54,5,16,8,5,0,0,4,1,1,0,0,0,14,0,1,First Baseman,11,0,5,0,0,0,0,0,0,0,0,0,0.2962962962962963,.296,0.3390777742472103,.339,0.3888888888888889,.388,0.7337164750957854,.733,0.09259259259259259,.092
Friso Arkenbout,"August 23, 2012 (Sparta-Feyenoord - <b>Mampaey Hawks</b>)","September 8, 2013 (<b>Mampaey Hawks</b> - AdoLakers)",31,122,109,7,24,5,1,0,1,9,0,1,1,3,0,25,0,3,Second Baseman,0,29,0,0,0,0,0,0,1,0,0,1,0.22018348623853212,.220,0.33900899891714276,.339,0.25688073394495414,.256,0.535569258535118,.535,0.03669724770642202,.036
GARIO,"August 1, 2020 (HCAW - <b>Hoofddorp Pioniers</b>)","September 20, 2020 (Curacao Neptunus - <b>Hoofddorp Pioniers</b>)",24,70,54,10,12,12,2,0,0,10,0,0,2,2,2,8,0,2,Third Baseman,0,0,24,0,0,0,0,0,2,0,0,0,0.2222222222222222,.222,0.33901151183834916,.339,0.25925925925925924,.259,0.602116402116402,.602,0.037037037037037035,.037
GEERTS,"July 23, 2020 (HCAW - <b>Quick Amersfoort</b>)","September 26, 2020 (DSS/KINHEIM - <b>Quick Amersfoort</b>)",28,6,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,Pitcher,0,2,0,0,0,0,0,26,2,0,0,0,0.0,.000,0.33901119402985075,.339,0.0,.000,0.3333333333333333,.333,0.0,.000
GERARD,"July 23, 2020 (Curacao Neptunus - <b>L&D Amsterdam Pirates</b>)","October 12, 2020 (Curacao Neptunus - <b>L&D Amsterdam Pirates</b>)",52,220,182,24,48,18,2,0,0,30,4,2,6,0,2,20,0,10,Third Baseman,0,0,50,4,0,0,0,0,0,0,0,0,0.26373626373626374,.263,0.33909886427108543,.339,0.27472527472527475,.274,0.6565434565434566,.656,0.01098901098901099,.010
GIJSBERS,"July 25, 2020 (<b>L&D Amsterdam Pirates</b> - Curacao Neptunus)","July 30, 2020 (Twins - <b>L&D Amsterdam Pirates</b>)",4,14,12,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,Left Fielder,0,0,0,0,0,0,2,0,2,0,0,0,0.16666666666666666,.166,0.33909190758977603,.339,0.16666666666666666,.166,0.45238095238095233,.452,0.0,.000
GIJSBERTHA,"July 23, 2020 (DSS/KINHEIM - <b>Hoofddorp Pioniers</b>)","September 24, 2020 (L&D Amsterdam Pirates - <b>Hoofddorp Pioniers</b>)",48,140,122,8,24,18,2,0,2,12,4,0,0,0,6,26,0,4,Catcher,0,0,0,40,0,6,0,0,6,0,0,0,0.19672131147540983,.196,0.33898525666053136,.338,0.26229508196721313,.262,0.5194379391100703,.519,0.06557377049180328,.065
GNADE,"July 26, 2020 (<b>HCAW</b> - Quick Amersfoort)","October 4, 2020 (L&D Amsterdam Pirates - <b>HCAW</b>)",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,22,0,0,0,0,0.0,.000,0.33898525666053136,.338,0.0,.000,,.000,0.0,.000
GOINS,"August 1, 2020 (DSS/KINHEIM - <b>Curacao Neptunus</b>)","September 28, 2020 (HCAW - <b>Curacao Neptunus</b>)",16,20,16,4,6,0,0,0,0,4,0,0,0,0,0,4,0,0,Catcher,0,0,0,12,0,2,2,0,6,2,0,0,0.375,.375,0.3390151867204491,.339,0.375,.375,0.875,.875,0.0,.000
GONESH,"July 25, 2020 (Twins - <b>Silicon Storks</b>)","September 1, 2020 (<b>Silicon Storks</b> - Hoofddorp Pioniers)",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,12,0,0,0,0,0.0,.000,0.3390151867204491,.339,0.0,.000,,.000,0.0,.000
GOOL v,"July 23, 2020 (Silicon Storks - <b>Twins</b>)","September 26, 2020 (<b>Twins</b> - Silicon Storks)",36,94,84,6,10,2,0,0,0,4,0,0,2,2,2,28,0,0,Third Baseman,8,0,16,0,0,0,0,4,2,0,0,10,0.11904761904761904,.119,0.33886784042790286,.338,0.11904761904761904,.119,0.28926038500506585,.289,0.0,.000
GRAAUW de,"July 23, 2020 (<b>HCAW</b> - Quick Amersfoort)","October 3, 2020 (<b>HCAW</b> - L&D Amsterdam Pirates)",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,28,0,0,0,0,0.0,.000,0.33886784042790286,.338,0.0,.000,,.000,0.0,.000
GROEN,"July 26, 2020 (<b>L&D Amsterdam Pirates</b> - Curacao Neptunus)","October 12, 2020 (Curacao Neptunus - <b>L&D Amsterdam Pirates</b>)",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,26,0,0,0,0,0.0,.000,0.33886784042790286,.338,0.0,.000,,.000,0.0,.000
GRONINGEN v,"July 26, 2020 (<b>DSS/KINHEIM</b> - Hoofddorp Pioniers)","September 26, 2020 (<b>DSS/KINHEIM</b> - Quick Amersfoort)",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,22,0,0,0,0,0.0,.000,0.33886784042790286,.338,0.0,.000,,.000,0.0,.000
GROSS,"September 24, 2020 (Silicon Storks - <b>Twins</b>)","September 26, 2020 (<b>Twins</b> - Silicon Storks)",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,2,0,0,0,0,0,4,0,0,0,0,0.0,.000,0.33886784042790286,.338,0.0,.000,,.000,0.0,.000
Gene Kingsale,"April 10, 2010 (<b>Curacao Neptunus</b> - Sparta-Feyenoord)","August 31, 2011 (L&D Amsterdam Pirates - <b>Curacao Neptunus</b>)",70,329,250,69,84,33,10,3,1,60,18,2,6,6,2,37,5,0,Left Fielder,0,0,0,0,0,3,61,0,1,0,7,0,0.336,.336,0.33927067035744374,.339,0.412,.412,0.8831246200607903,.883,0.076,.076
Gernald Nicolaas,"April 14, 2011 (Kinheim - <b>AdoLakers</b>)","July 23, 2011 (Hoofddorp Pioniers - <b>AdoLakers</b>)",19,58,54,1,7,5,1,0,0,0,0,1,1,2,1,19,0,0,Center Fielder,0,0,0,0,16,0,2,0,1,0,1,0,0.12962962962962962,.129,0.3391626185519315,.339,0.14814814814814814,.148,0.28607918263090676,.286,0.018518518518518517,.018
Gianison Boekhoudt,"April 11, 2013 (<b>Curacao Neptunus</b> - Mampaey Hawks)","September 1, 2019 (<b>Curacao Neptunus</b> - L&D Amsterdam Pirates)",377,1708,1359,258,396,320,79,3,57,302,38,9,8,4,20,279,15,40,Catcher,18,0,0,210,2,103,0,2,1,0,50,0,0.2913907284768212,.291,0.34045343996793676,.340,0.4797645327446652,.479,0.9018956802856488,.901,0.188373804267844,.188
Gianni Frolijk,"April 19, 2015 (<b>HCAW</b> - Curacao Neptunus)","September 24, 2017 (HCAW - <b>Hoofddorp Pioniers</b>)",113,342,295,29,65,22,9,0,0,32,1,5,5,9,1,97,0,5,Second Baseman,0,69,0,0,0,6,0,1,14,1,0,35,0.22033898305084745,.220,0.34032236095346197,.340,0.25084745762711863,.250,0.5490930716622063,.549,0.030508474576271188,.030
Gijs Timmer,"July 29, 2014 (Kinheim - <b>Curacao Neptunus</b>)","June 22, 2019 (<b>Silicon Storks</b> - Twins)",66,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,66,0,0,0,0,0.0,.000,0.3403161804098904,.340,0.0,.000,0.0,.000,0.0,.000
Gijs van Els,"May 5, 2012 (L&D Amsterdam Pirates - <b>HCAW</b>)","August 28, 2016 (Twins - <b>HCAW</b>)",77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,77,0,0,0,0,0.0,.000,0.3403161804098904,.340,0.0,.000,,.000,0.0,.000
Gijs van Zalingen,"May 31, 2019 (Curacao Neptunus - <b>Twins</b>)","May 31, 2019 (Curacao Neptunus - <b>Twins</b>)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Second Baseman,0,1,0,0,0,0,0,0,0,0,0,0,0.0,.000,0.3403130902222868,.340,0.0,.000,0.0,.000,0.0,.000
Gilian van Lith,"July 28, 2013 (L&D Amsterdam Pirates - <b>UVV</b>)","July 6, 2019 (Curacao Neptunus - <b>Hoofddorp Pioniers</b>)",102,13,12,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,Pitcher,1,0,0,0,1,2,1,96,2,0,2,0,0.0,.000,0.3402729228897504,.340,0.0,.000,0.0,.000,0.0,.000
Gillian Wernet,"July 6, 2019 (<b>HCAW</b> - Silicon Storks)","August 3, 2019 (<b>HCAW</b> - L&D Amsterdam Pirates)",5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,4,1,0,0,0,0.0,.000,0.34027891267636323,.340,0.0,.000,,.000,0.0,.000
Gino Gil,"August 19, 2017 (Twins - <b>Silicon Storks</b>)","October 6, 2018 (<b>Silicon Storks</b> - Kinheim)",39,137,109,10,20,4,3,0,0,16,1,0,8,3,0,18,1,0,Third Baseman,9,0,30,0,0,1,0,0,2,0,0,5,0.1834862385321101,.183,0.34026423888500984,.340,0.21100917431192662,.211,0.5394763275965981,.539,0.027522935779816515,.027
Gino Hersilia,"April 14, 2011 (Kinheim - <b>AdoLakers</b>)","July 30, 2015 (Kinheim - <b>Mampaey Hawks</b>)",168,536,442,51,81,29,7,1,0,68,9,7,18,4,3,116,1,12,Third Baseman,0,35,121,1,0,13,3,1,19,2,0,1,0.1832579185520362,.183,0.34013445833145334,.340,0.20361990950226244,.203,0.5170527453231579,.517,0.020361990950226245,.020
Gio de Graauw,"June 16, 2019 (Quick Amersfoort - <b>HCAW</b>)","June 23, 2019 (<b>HCAW</b> - Hoofddorp Pioniers)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pitcher,0,0,0,0,0,0,0,2,0,0,0,0,0.0,.000,0.34013445833145334,.340,0.0,.000,,.000,0.0,.000
Giovanni Perez,"August 19, 2017 (Twins - <b>Silicon Storks</b>)","August 15, 2020 (<b>Silicon Storks</b> - DSS/KINHEIM)",19,59,54,7,9,4,0,0,0,3,0,0,0,2,0,10,0,2,Shortstop,0,5,0,0,0,0,0,0,0,0,0,14,0.16666666666666666,.166,0.34006169164998107,.340,0.16666666666666666,.166,0.3700564971751412,.370,0.0,.000
Giovanni Samboe,"April 10, 2010 (Kinheim - <b>Almere Magpies</b>)","June 17, 2017 (<b>UVV</b> - Hoofddorp Pioniers)",183,739,638,59,173,90,20,3,2,57,8,4,17,8,7,104,12,22,Catcher,24,0,0,145,1,18,0,0,3,0,0,0,0.2711598746081505,.271,0.3401306299445405,.340,0.3213166144200627,.321,0.6717902274105905,.671,0.050156739811912224,.050
