Name,Id,league
Oliver Perez,424144,MLB
Roberto Perez,547379,MLB
Salvador Perez,521692,MLB
Dillon Peters,596071,MLB
David Peterson,656849,MLB
Jace Peterson,607054,MLB
Yusmeiro Petit,433589,MLB
Tommy Pham,502054,MLB
Josh Phegley,572033,MLB
David Phelps,475479,MLB
Brett Phillips,621433,MLB
Evan Phillips,623465,MLB
Kevin Pillar,607680,MLB
Manny Pina,444489,MLB
Chad Pinder,640461,MLB
Michael Pineda,501381,MLB
Stephen Piscotty,572039,MLB
Nick Pivetta,601713,MLB
Kevin Plawecki,608700,MLB
Zach Plesac,668676,MLB
Adam Plutko,592644,MLB
Gregory Polanco,570256,MLB
Jorge Polanco,593871,MLB
AJ Pollock,572041,MLB
Drew Pomeranz,519141,MLB
Daniel Ponce de Leon,594965,MLB
Cody Ponce,664074,MLB
Sean Poppen,664092,MLB
Rick Porcello,519144,MLB
Ryan Pressly,519151,MLB
Jurickson Profar,595777,MLB
Cesar Puello,527049,MLB
Albert Pujols,405395,MLB
Cal Quantrill,615698,MLB
Johan Quezada,629498,MLB
Jose Quijada,650671,MLB
Roman Quinn,596451,MLB
Jose Quintana,500779,MLB
Tanner Rainey,663432,MLB
Brooks Raley,548384,MLB
Erasmo Ramirez,541640,MLB
Harold Ramirez,623912,MLB
Jose Ramirez,608070,MLB
Nick Ramirez,598286,MLB
Noe Ramirez,598287,MLB
Roel Ramirez,641995,MLB
Yohan Ramirez,670990,MLB
AJ Ramos,573109,MLB
Wilson Ramos,467092,MLB
Drew Rasmussen,656876,MLB
Rangel Ravelo,592660,MLB
Robbie Ray,592662,MLB
Colin Rea,607067,MLB
J.T. Realmuto,592663,MLB
Josh Reddick,502210,MLB
Cody Reed,642003,MLB
Rob Refsnyder,608701,MLB
Sean Reid-Foley,656887,MLB
Anthony Rendon,543685,MLB
Hunter Renfroe,592669,MLB
Luis Rengifo,650859,MLB
Alex Reyes,621052,MLB
Franmil Reyes,614177,MLB
Victor Reyes,622682,MLB
Bryan Reynolds,668804,MLB
Matt Reynolds,608703,MLB
Garrett Richards,572070,MLB
Trevor Richards,670950,MLB
Joey Rickard,572073,MLB
JT Riddle,595375,MLB
Austin Riley,663586,MLB
Edwin Rios,621458,MLB
Yacksel Rios,605441,MLB
Rene Rivera,425784,MLB
Yadiel Rivera,592680,MLB
Anthony Rizzo,519203,MLB
Tanner Roark,543699,MLB
Luis Robert,673357,MLB
Daniel Robertson,621002,MLB
Hansel Robles,570663,MLB
Victor Robles,645302,MLB
Brendan Rodgers,663898,MLB
Carlos Rodon,607074,MLB
Dereck Rodriguez,605446,MLB
Joely Rodriguez,570257,MLB
Jose Rodriguez,642578,MLB
Nivaldo Rodriguez,670550,MLB
Richard Rodriguez,593144,MLB
Sean Rodriguez,446481,MLB
Chaz Roe,475054,MLB
Taylor Rogers,573124,MLB
Trevor Rogers,669432,MLB
Tyler Rogers,643511,MLB
Josh Rojas,668942,MLB
Miguel Rojas,500743,MLB
Jordan Romano,605447,MLB
Sal Romano,607219,MLB
JoJo Romero,668941,MLB
Seth Romero,656913,MLB
Andrew Romine,461865,MLB
Austin Romine,519222,MLB
Sergio Romo,489265,MLB
Hector Rondon,444468,MLB
Brent Rooker,667670,MLB
Amed Rosario,642708,MLB
Eddie Rosario,592696,MLB
Randy Rosario,600968,MLB
Trevor Rosenthal,572096,MLB
Ramon Rosso,665759,MLB
Darin Ruf,573131,MLB
Jose Ruiz,614179,MLB
Keibert Ruiz,660688,MLB
Rio Ruiz,547004,MLB
Chris Rusin,543734,MLB
Kyle Ryan,594986,MLB
Hyun Jin Ryu,547943,MLB
Casey Sadler,594987,MLB
Jeff Samardzija,502188,MLB
Carlos Sanabria,656004,MLB
Ali Sanchez,645305,MLB
Anibal Sanchez,434671,MLB
Gary Sanchez,596142,MLB
Jesus Sanchez,660821,MLB
Ricardo Sanchez,645307,MLB
Sixto Sanchez,664350,MLB
Yolmer Sanchez,570560,MLB
Pablo Sandoval,467055,MLB
Patrick Sandoval,663776,MLB
Miguel Sano,593934,MLB
Carlos Santana,467793,MLB
Danny Santana,542454,MLB
Dennis Santana,642701,MLB
Domingo Santana,570267,MLB
Anthony Santander,623993,MLB
Antonio Santos,665733,MLB
Josh Sborz,622250,MLB
Scott Schebler,594988,MLB
Max Scherzer,453286,MLB
Clarke Schmidt,657376,MLB
Jonathan Schoop,570731,MLB
John Schreiber,670167,MLB
Max Schrock,621011,MLB
Kyle Schwarber,656941,MLB
Tanner Scott,656945,MLB
Andre Scrubb,668687,MLB
Corey Seager,608369,MLB
Kyle Seager,572122,MLB
Jean Segura,516416,MLB
Sam Selman,572125,MLB
Marcus Semien,543760,MLB
Antonio Senzatela,622608,MLB
Nick Senzel,669222,MLB
Pedro Severino,600474,MLB
Paul Sewald,623149,MLB
Justin Shafer,596101,MLB
Sterling Sharp,643532,MLB
Bryan Shaw,543766,MLB
Travis Shaw,543768,MLB
Justus Sheffield,656954,MLB
Ryan Sherriff,595411,MLB
Matt Shoemaker,533167,MLB
Chasen Shreve,592741,MLB
Magneuris Sierra,642423,MLB
Andrelton Simmons,592743,MLB
Lucas Sims,608371,MLB
Brady Singer,663903,MLB
Chance Sisco,642082,MLB
Tarik Skubal,669373,MLB
Austin Slater,596103,MLB
Aaron Slegers,642083,MLB
Devin Smeltzer,656970,MLB
Dwight Smith Jr.,596105,MLB
Burch Smith,572143,MLB
Caleb Smith,592761,MLB
Dominic Smith,642086,MLB
Drew Smith,622098,MLB
Josh A. Smith,595001,MLB
Josh D. Smith,605479,MLB
Kevan Smith,607345,MLB
Mallex Smith,605480,MLB
Pavin Smith,656976,MLB
Riley Smith,642092,MLB
Will Smith,669257,MLB
Justin Smoak,475253,MLB
Drew Smyly,592767,MLB
Cy Sneed,605482,MLB
Blake Snell,605483,MLB
Chad Sobotka,656977,MLB
Eric Sogard,519299,MLB
Nick Solak,669256,MLB
Donovan Solano,456781,MLB
Jorge Soler,624585,MLB
Joakim Soria,465657,MLB
Mike Soroka,647336,MLB
Elliot Soto,519303,MLB
Gregory Soto,642397,MLB
Juan Soto,665742,MLB
Steven Souza Jr.,519306,MLB
Glenn Sparkman,642098,MLB
Gabe Speier,642100,MLB
George Springer,543807,MLB
Jeffrey Springs,605488,MLB
Jacob Stallings,607732,MLB
Craig Stammen,489334,MLB
Ryne Stanek,592773,MLB
Giancarlo Stanton,519317,MLB
Bubba Starling,605490,MLB
Cody Stashak,664054,MLB
Max Stassi,545358,MLB
Josh Staumont,622251,MLB
Robert Stephenson,596112,MLB
Tyler Stephenson,663886,MLB
Andrew Stevenson,664057,MLB
Christin Stewart,621514,MLB
DJ Stewart,621466,MLB
Jonathan Stiever,680692,MLB
Robert Stock,476594,MLB
Trevor Story,596115,MLB
Matt Strahm,621381,MLB
Dee Strange-Gordon,543829,MLB
Stephen Strasburg,544931,MLB
Chris Stratton,608717,MLB
Myles Straw,664702,MLB
Hunter Strickland,519326,MLB
Ross Stripling,548389,MLB
Pedro Strop,467008,MLB
Garrett Stubbs,596117,MLB
Andrew Suarez,605498,MLB
Eugenio Suarez,553993,MLB
Jose Suarez,660761,MLB
Ranger Suarez,624133,MLB
Wander Suero,593833,MLB
Cole Sulser,642121,MLB
Andrew Susac,572180,MLB
Brent Suter,608718,MLB
Kurt Suzuki,435559,MLB
Dansby Swanson,621020,MLB
Erik Swanson,657024,MLB
Masahiro Tanaka,547888,MLB
Domingo Tapia,593619,MLB
Raimel Tapia,606132,MLB
Stephen Tarpley,605501,MLB
Dillon Tate,622253,MLB
Fernando Tatis Jr.,665487,MLB
Mike Tauchman,643565,MLB
Leody Taveras,665750,MLB
Beau Taylor,607333,MLB
Blake Taylor,642130,MLB
Chris Taylor,621035,MLB
Josh Taylor,657031,MLB
Michael A. Taylor,572191,MLB
Tyrone Taylor,621438,MLB
Julio Teheran,527054,MLB
Anderson Tejeda,660731,MLB
Rowdy Tellez,642133,MLB
Ryan Tepera,572193,MLB
Matt Thaiss,642136,MLB
Eric Thames,519346,MLB
Caleb Thielbar,573204,MLB
Lane Thomas,657041,MLB
Ryan Thompson,657044,MLB
Tyler Thornburg,592804,MLB
Trent Thornton,663423,MLB
Lewis Thorpe,626929,MLB
Jesus Tinoco,622786,MLB
Josh Tomlin,458708,MLB
Justin Topa,623437,MLB
Abraham Toro,647351,MLB
Luis Torrens,620443,MLB
Gleyber Torres,650402,MLB
Ronald Torreyes,591720,MLB
Touki Toussaint,657053,MLB
Blake Treinen,595014,MLB
Jose Trevino,624431,MLB
Andrew Triggs,592811,MLB
Lou Trivino,642152,MLB
Chadwick Tromp,644433,MLB
Nick Tropeano,607374,MLB
Mike Trout,545361,MLB
Yoshi Tsutsugo,660294,MLB
Cole Tucker,657061,MLB
Kyle Tucker,663656,MLB
Nik Turley,543867,MLB
Spencer Turnbull,605513,MLB
Justin Turner,457759,MLB
Trea Turner,607208,MLB
Duane Underwood Jr.,621249,MLB
Justin Upton,457708,MLB
Jose Urena,570632,MLB
Julio Urias,628711,MLB
Luis Urias,649966,MLB
Ramon Urias,602104,MLB
Jose Urquidy,664353,MLB
Gio Urshela,570482,MLB
Pat Valaika,642162,MLB
Cesar Valdez,491624,MLB
Framber Valdez,664285,MLB
Phillips Valdez,570488,MLB
Josh VanMeter,642165,MLB
Ildemaro Vargas,545121,MLB
Daulton Varsho,662139,MLB
Christian Vazquez,543877,MLB
Vince Velasquez,592826,MLB
Andrew Velazquez,623205,MLB
Pat Venditte,519381,MLB
Alex Verdugo,657077,MLB
Justin Verlander,434378,MLB
Alex Vesia,681911,MLB
Jonathan Villar,542340,MLB
Meibrys Viloria,650619,MLB
Nick Vincent,543883,MLB
Daniel Vogelbach,596129,MLB
Stephen Vogt,519390,MLB
Luke Voit,572228,MLB
Edinson Volquez,450172,MLB
Austin Voth,608723,MLB
Joey Votto,458015,MLB
Michael Wacha,608379,MLB
Brandon Waddell,663399,MLB
LaMonte Wade Jr,664774,MLB
Tyler Wade,642180,MLB
Jacob Waguespack,621097,MLB
Bobby Wahl,592833,MLB
Adam Wainwright,425794,MLB
Marcus Walden,519393,MLB
Christian Walker,572233,MLB
Neil Walker,435522,MLB
Taijuan Walker,592836,MLB
Chad Wallach,595453,MLB
Jared Walsh,665120,MLB
Donovan Walton,622268,MLB
Taylor Ward,621493,MLB
Tony Watson,453265,MLB
Luke Weaver,596133,MLB
Jacob Webb,657097,MLB
Logan Webb,657277,MLB
Tyler Webb,643778,MLB
Ryan Weber,543901,MLB
Jordan Weems,607179,MLB
Patrick Weigel,622256,MLB
J.B. Wendelken,605525,MLB
Joey Wendle,621563,MLB
Zack Wheeler,554430,MLB
Eli White,642201,MLB
Evan White,657108,MLB
Mitch White,669952,MLB
Aaron Whitefield,664334,MLB
Kodi Whitley,676831,MLB
Rowan Wick,592858,MLB
Taylor Widener,642203,MLB
Brad Wieck,623364,MLB
Matt Wieters,446308,MLB
Devin Williams,642207,MLB
Justin Williams,642211,MLB
Mason Williams,592863,MLB
Taylor Williams,592865,MLB
Trevor Williams,592866,MLB
Bryse Wilson,669060,MLB
Justin Wilson,458677,MLB
Jesse Winker,608385,MLB
Dan Winkler,595465,MLB
Patrick Wisdom,621550,MLB
Matt Wisler,605538,MLB
Nick Wittgren,621295,MLB
Asher Wojciechowski,592879,MLB
Tony Wolters,547172,MLB
Kolten Wong,543939,MLB
Alex Wood,622072,MLB
Jake Woodford,663765,MLB
Brandon Woodruff,605540,MLB
Brandon Workman,519443,MLB
Kyle Wright,657140,MLB
Jimmy Yacabonis,642231,MLB
Miguel Yajure,664337,MLB
Shun Yamaguchi,685493,MLB
Jordan Yamamoto,657141,MLB
Ryan Yarbrough,642232,MLB
Eric Yardley,642233,MLB
Mike Yastrzemski,573262,MLB
Kirby Yates,489446,MLB
Christian Yelich,592885,MLB
Huascar Ynoa,660623,MLB
Alex Young,622065,MLB
Andrew Young,670370,MLB
T.J. Zeuch,643615,MLB
Bradley Zimmer,605548,MLB
Kyle Zimmer,622092,MLB
Bruce Zimmermann,669145,MLB
Jordan Zimmermann,519455,MLB
Tyler Zuber,676604,MLB
Mike Zunino,572287,MLB
